Player,Span,Mat,Start,Sub,Pts,Tries,Conv,Pens,Drop,GfM,Won,Lost,Draw,%
J Blake (Wales),1899-1901,9,9,0,0,0,0,0,0,0,6,3,0,66.66
R Blanco Duelo (Spain),1982-1994,9,9,0,10,1,0,2,0,0,3,6,0,33.33
AF Bland (Wales),1887-1890,9,9,0,0,0,0,0,0,0,4,3,2,55.55
B Boobbyer (Eng),1950-1952,9,9,0,6,2,0,0,0,0,4,5,0,44.44
GR Bosch (SA),1974-1976,9,9,0,89,0,7,23,2,0,7,2,0,77.77
PW Bosch (Germ),2015-2016,9,9,0,2,0,1,0,0,0,3,5,1,38.88
S Bossans (Chile),2003-2005,9,7,2,0,0,0,0,0,0,2,7,0,22.22
LW Botes (Namib),2006-2007,9,6,3,10,2,0,0,0,0,3,6,0,33.33
J Boubee (Fra),1921-1925,9,9,0,3,1,0,0,0,0,3,5,1,38.88
G Bouguyon (Fra),1961-1961,9,9,0,3,1,0,0,0,0,4,3,2,55.55
JR Bourdeu (Fra),1952-1953,9,9,0,3,1,0,0,0,0,3,6,0,33.33
R Bourgarel (Fra),1969-1973,9,9,0,3,1,0,0,0,0,6,2,1,72.22
R Bousquet (Fra),1926-1930,9,9,0,3,1,0,0,0,0,2,7,0,22.22
S Bowen (Aust),1993-1996,9,9,0,0,0,0,0,0,0,4,5,0,44.44
DO Brace (Wales),1956-1961,9,9,0,3,1,0,0,0,0,6,3,0,66.66
K Bradshaw (Wales),1964-1966,9,9,0,36,1,6,7,0,0,5,2,2,66.66
B Breen (Can),1986-1993,9,8,1,4,1,0,0,0,0,7,2,0,77.77
AG Brew (Wales),2007-2012,9,6,3,15,3,0,0,0,0,4,4,1,50
GC Bridge (NZ),2018-2019,9,6,3,45,9,0,0,0,0,6,2,1,72.22
KC Briscoe (NZ),1959-1964,9,9,0,0,0,0,0,0,0,5,2,2,66.66
E Brizuela (Parag),2014-2019,9,5,4,5,1,0,0,0,0,1,8,0,11.11
P Brooijmans (Neth),2000-2002,9,6,3,0,0,0,0,0,0,0,9,0,0
JV Brown (Aust),1956-1958,9,9,0,0,0,0,0,0,0,0,9,0,0
TW Brown (Eng),1928-1933,9,9,0,0,0,0,0,0,0,5,4,0,55.55
JR Buchholz (USA),2001-2004,9,5,4,0,0,0,0,0,0,2,7,0,22.22
F Bukowski (Germ),1934-1939,9,9,0,4,0,0,0,1,0,4,5,0,44.44
WL Bunting (Eng),1897-1901,9,9,0,0,0,0,0,0,0,2,5,2,33.33
BG Burdette (USA),2006-2007,9,0,9,0,0,0,0,0,0,2,7,0,22.22
RC Burgess (Wales),1977-1982,9,9,0,4,1,0,0,0,0,5,4,0,55.55
JR Burke (USA),1990-1992,9,8,1,0,0,0,0,0,0,4,5,0,44.44
A Bykanov (Russ),2003-2011,9,2,7,0,0,0,0,0,0,3,6,0,33.33
E Byrne (Ire),2001-2003,9,1,8,0,0,0,0,0,0,6,3,0,66.66
I Cagilaba (Fiji),1974-1979,9,8,1,4,1,0,0,0,0,4,5,0,44.44
I Campbell McLean (Chile),1951-1961,9,9,0,30,7,0,3,0,0,6,3,0,66.66
G Campomar (Urug),2009-2016,9,7,2,30,6,0,0,0,0,4,5,0,44.44
JL Cantrell (Ire),1976-1981,9,9,0,0,0,0,0,0,0,1,8,0,11.11
N Capusan (Rom),1960-1962,9,9,0,0,0,0,0,0,0,7,1,1,83.33
AM Cardy (Aust),1966-1968,9,9,0,6,2,0,0,0,0,2,7,0,22.22
PD Carstens (SA),2002-2009,9,3,6,0,0,0,0,0,0,5,4,0,55.55
S Cat (Urug),1995-1998,9,8,1,10,2,0,0,0,0,3,6,0,33.33
THC Caughey (NZ),1932-1937,9,9,0,9,3,0,0,0,0,4,4,1,50
P Ceccarelli (Italy),2016-2017,9,0,9,0,0,0,0,0,0,2,7,0,22.22
A Chernyshev (Russ),2008-2011,9,3,6,0,0,0,0,0,0,3,6,0,33.33
JA Chiarino (Urug),1969-1975,9,9,0,0,0,0,0,0,0,3,6,0,33.33
R Cioca (Rom),1994-1996,9,8,1,10,2,0,0,0,0,6,3,0,66.66
TPJ Clancy (Ire),1988-1989,9,9,0,0,0,0,0,0,0,3,6,0,33.33
RL Clark (Scot),1972-1973,9,9,0,4,1,0,0,0,0,5,4,0,55.55
WH Clark (NZ),1953-1956,9,9,0,9,3,0,0,0,0,7,2,0,77.77
PRA Clauss (GB/Scot),1891-1895,9,9,0,6,3,0,0,1,0,8,1,0,88.88
T Cleda (Fra),1998-1999,9,1,8,0,0,0,0,0,0,8,1,0,88.88
E Cogliandro Monfrinatti (Braz),2008-2012,9,9,0,46,5,6,3,0,0,7,2,0,77.77
RJ Cokanasiga (Eng),2018-2019,9,7,2,35,7,0,0,0,0,7,2,0,77.77
I Colati Koliavu (Fiji),2014-2015,9,0,9,0,0,0,0,0,0,4,5,0,44.44
AV Cornejo Surjan (Chile),2009-2019,9,7,2,0,0,0,0,0,0,3,6,0,33.33
AMDM Cortes Pena Monteiro (Port),2017-2019,9,9,0,40,8,0,0,0,0,9,0,0,100
JD Costante (Arg),1971-1977,9,9,0,6,2,0,0,0,0,6,2,1,72.22
WD Cottrell (NZ),1968-1971,9,9,0,6,1,0,0,1,0,5,3,1,61.11
WB Cownie (Scot),1893-1895,9,9,0,0,0,0,0,0,0,5,3,1,61.11
DL Cowper (Aust),1931-1933,9,9,0,18,4,1,0,1,0,3,6,0,33.33
BP Cox (Aust),1952-1957,9,9,0,3,1,0,0,0,0,2,7,0,22.22
MA Crick (USA),2007-2008,9,9,0,0,0,0,0,0,0,1,8,0,11.11
L Croffi (Braz),1975-2013,9,6,3,10,2,0,0,0,0,2,7,0,22.22
M Cross (Scot),1875-1880,9,9,0,9G,0,7,0,2,0,4,2,3,61.11
W Cunningham (NZ),1905-1908,9,9,0,3,1,0,0,0,0,7,0,2,88.88
WA Cunningham (GB/Ire),1920-1924,9,9,0,6,2,0,0,0,0,2,6,1,27.77
CD Czekaj (Wales),2005-2010,9,6,3,10,2,0,0,0,0,2,7,0,22.22
N d'Acre (HK),1997-1998,9,8,1,7,1,1,0,0,0,6,3,0,66.66
D Dalton (NZ),1935-1938,9,9,0,0,0,0,0,0,0,6,3,0,66.66
L Damens (Namib),2015-2016,9,8,1,0,0,0,0,0,0,5,4,0,55.55
A Damian (Rom),1934-1949,9,9,0,0,0,0,0,0,0,1,7,1,16.66
V David (Rom),1984-1992,9,6,3,4,1,0,0,0,0,5,4,0,55.55
GD Davidge (Wales),1959-1962,9,9,0,0,0,0,0,0,0,5,4,0,55.55
Q Davids (SA),2002-2004,9,4,5,0,0,0,0,0,0,8,1,0,88.88
A Davies (Wales),1990-1995,9,8,1,22,0,2,3,3,0,5,4,0,55.55
G Davies (Wales),1900-1905,9,9,0,11,1,4,0,0,0,8,1,0,88.88
WJN Davis (Ire),1890-1895,9,9,0,0,0,0,0,0,0,0,8,1,5.55
JMRD de Andrade (Port),2017-2020,9,7,2,0,0,0,0,0,0,8,1,0,88.88
L Debatty (Belg),2017-2019,9,3,6,0,0,0,0,0,0,1,8,0,11.11
S de Beer (Namib),1995-1999,9,7,2,10,2,0,0,0,0,6,3,0,66.66
JB de Clercq (Belg),2017-2019,9,9,0,5,1,0,0,0,0,2,7,0,22.22
SJ Deering (Ire),1935-1937,9,9,0,0,0,0,0,0,0,5,4,0,55.55
TS de Freitas (Port),2015-2020,9,7,2,0,0,0,0,0,0,3,6,0,33.33
MG de Jong (USA),1990-1991,9,7,2,18,0,0,5,1,0,3,6,0,33.33
RCA de la Harpe (Namib),2011-2014,9,5,4,5,1,0,0,0,0,2,7,0,22.22
I de la Maza Borrego (Spain),2002-2003,9,7,2,0,0,0,0,0,0,2,7,0,22.22
JI del Canto Banos (Spain),1990-1993,9,9,0,0,0,0,0,0,0,4,4,1,50
A Delgado (Urug),2001-2005,9,6,3,5,1,0,0,0,0,6,3,0,66.66
AB della Corte (Urug),2017-2019,9,2,7,0,0,0,0,0,0,6,3,0,66.66
WH Delport (SA),1951-1953,9,9,0,6,2,0,0,0,0,8,1,0,88.88
F de Posadas (Urug),2006-2009,9,5,4,20,4,0,0,0,0,5,4,0,55.55
E Derleth (Germ),1932-1937,9,9,0,0,0,0,0,0,0,2,7,0,22.22
L Destarac (Fra),1926-1927,9,9,0,10,0,5,0,0,0,2,7,0,22.22
J de Urquiza Torres (Spain),2001-2002,9,8,1,0,0,0,0,0,0,1,8,0,11.11
G Dickson (Scot),1978-1982,9,8,1,4,1,0,0,0,0,1,6,2,22.22
E di Tore (Parag),1977-1985,9,9,0,6,1,1,0,0,0,1,8,0,11.11
M Dittus (Chile),2019-2019,9,8,1,15,3,0,0,0,0,1,8,0,11.11
FJ Dobbin (SA),1903-1912,9,9,0,3,1,0,0,0,0,5,1,3,72.22
MV Dolakoto (Fiji),2018-2019,9,2,7,10,2,0,0,0,0,5,4,0,55.55
R Dolfato (Italy),1985-1988,9,9,0,0,0,0,0,0,0,3,6,0,33.33
KJ Donald (Aust),1957-1959,9,9,0,21,1,0,6,0,0,0,8,1,5.55
JT Douglas (Can),2003-2004,9,6,3,0,0,0,0,0,0,2,7,0,22.22
AP Duarte (Port),2008-2013,9,7,2,5,1,0,0,0,0,2,7,0,22.22
RH Egerton (Aust),1991-1991,9,9,0,8,2,0,0,0,0,8,1,0,88.88
P Eiro (Port),1979-1982,9,8,1,0,0,0,0,0,0,6,3,0,66.66
RR Elvidge (NZ),1946-1950,9,9,0,12,4,0,0,0,0,4,4,1,50
DM Emanuel (Aust),1957-1958,9,9,0,0,0,0,0,0,0,1,7,1,16.66
A Escobar Alvarez (Chile),2018-2018,9,6,3,15,3,0,0,0,0,2,7,0,22.22
P Espinola (Parag),2014-2017,9,4,5,0,0,0,0,0,0,0,9,0,0
A Etxeberria de la Rosa (Spain),1996-1999,9,6,3,35,2,5,5,0,0,4,5,0,44.44
GW Evans (Eng),1972-1974,9,8,1,7,1,0,0,1,0,4,4,1,50
S Evans (Wales),1985-1987,9,9,0,4,1,0,0,0,0,7,2,0,77.77
JNF Faiva (Tonga),2019-2019,9,6,3,4,0,2,0,0,0,2,7,0,22.22
LFK Faiva'ai (Samoa),1998-1999,9,5,4,0,0,0,0,0,0,4,4,1,50
FP Faletau (Tonga),1999-1999,9,9,0,0,0,0,0,0,0,4,4,1,50
DS Farani (Samoa),2005-2006,9,7,2,15,3,0,0,0,0,5,4,0,55.55
DPK Farmer (Namib),1997-1999,9,9,0,15,3,0,0,0,0,6,3,0,66.66
CRE Farrell (Ire),2017-2019,9,8,1,0,0,0,0,0,0,8,1,0,88.88
RS Fatiaki (Fiji),2009-2012,9,5,4,5,1,0,0,0,0,3,6,0,33.33
A Feijoo Garcia (Spain),1972-1979,9,9,0,0,0,0,0,0,0,3,5,1,38.88
JH Figalo (Braz),2010-2011,9,8,1,0,0,0,0,0,0,3,6,0,33.33
NJ Finlay (Scot),1875-1881,9,9,0,3G,0,0,0,3,0,2,3,4,44.44
R Flynn (USA),2000-2001,9,4,5,5,1,0,0,0,0,2,7,0,22.22
T Fong (Samoa),1983-1987,9,9,0,0,0,0,0,0,0,3,6,0,33.33
PG Francis (Eng),2017-2019,9,5,4,5,1,0,0,0,0,7,2,0,77.77
RDS Freudenthal (Port),2018-2019,9,8,1,15,3,0,0,0,0,6,3,0,66.66
SM Frizell (NZ),2018-2019,9,8,1,10,2,0,0,0,0,8,0,1,94.44
R Fugigi (Rom),1995-1999,9,8,1,10,2,0,0,0,0,3,6,0,33.33
B Gallaire (Belg),2018-2020,9,3,6,0,0,0,0,0,0,2,7,0,22.22
N Garafulic Schar (Chile),2018-2019,9,6,3,5,1,0,0,0,0,1,8,0,11.11
J Garcia (Spain),2015-2018,9,4,5,0,0,0,0,0,0,4,5,0,44.44
B Garcia da Silva (Braz),2012-2016,9,1,8,0,0,0,0,0,0,2,7,0,22.22
F Garcia de la Torre (Spain),1976-1985,9,9,0,8,2,0,0,0,0,0,9,0,0
O Garcia Ferre (Spain),1991-1993,9,8,1,0,0,0,0,0,0,3,5,1,38.88
WW Gelant (SA),2017-2019,9,6,3,15,3,0,0,0,0,6,3,0,66.66
MO Gerosa (Arg/Italy),1987-1995,9,9,0,36,8,0,0,0,0,5,4,0,55.55
M Glancy (HK),2012-2013,9,4,5,60,2,16,6,0,0,4,5,0,44.44
C Gomes Sa (Fra),2018-2018,9,3,6,5,1,0,0,0,0,3,6,0,33.33
EF Gomez (Arg),1985-1990,9,7,2,4,1,0,0,0,0,4,5,0,44.44
FWJ Goodhue (Scot),1890-1892,9,9,0,1,1,0,0,0,0,7,2,0,77.77
E Gorostiaga (Parag),2016-2019,9,9,0,10,2,0,0,0,0,1,8,0,11.11
K Gotovtsev (Russ),2015-2020,9,9,0,0,0,0,0,0,0,3,6,0,33.33
D Gray (Scot),1978-1981,9,9,0,0,0,0,0,0,0,1,7,1,16.66
MT Griffin (USA),2003-2005,9,3,6,0,0,0,0,0,0,4,5,0,44.44
NJ Grigg (Scot),2017-2019,9,7,2,0,0,0,0,0,0,3,5,1,38.88
E Grigore (Rom),1982-1987,9,8,1,0,0,0,0,0,0,6,3,0,66.66
JN Guedes (Port),1967-1972,9,9,0,0,0,0,0,0,0,1,7,1,16.66
S Guitoune (Fra),2013-2019,9,9,0,15,3,0,0,0,0,5,4,0,55.55
LSE Haig (NZ),1950-1954,9,9,0,5,1,1,0,0,0,8,1,0,88.88
VA Hakalo (Tonga),2006-2016,9,6,3,22,3,2,1,0,0,4,5,0,44.44
KHK Hala (Tonga),2016-2017,9,5,4,5,1,0,0,0,0,4,5,0,44.44
SA Hala (Tonga),1999-2003,9,9,0,20,4,0,0,0,0,4,5,0,44.44
KS Hames (NZ),2016-2017,9,7,2,0,0,0,0,0,0,8,1,0,88.88
WT Handson (Can),1985-1987,9,9,0,0,0,0,0,0,0,4,5,0,44.44
D Harize (Fra),1975-1977,9,9,0,16,4,0,0,0,0,6,3,0,66.66
CR Hartley (HK),2017-2019,9,8,1,40,8,0,0,0,0,6,3,0,66.66
T Hatakeyama (JPN),1976-1979,9,9,0,0,0,0,0,0,0,2,7,0,22.22
J Heaton (Eng),1935-1947,9,9,0,17,0,4,3,0,0,5,3,1,61.11
D Hellings (Wales),1897-1901,9,9,0,3,1,0,0,0,0,5,4,0,55.55
AP Henderson (Eng),1947-1949,9,9,0,3,1,0,0,0,0,3,6,0,33.33
JH Henderson (Scot),1953-1954,9,9,0,9,3,0,0,0,0,0,9,0,0
JHF Hendriks (Russ),2002-2002,9,7,2,10,2,0,0,0,0,4,4,1,50
PG Henn (Arg),2004-2013,9,3,6,5,1,0,0,0,0,7,2,0,77.77
DP Hepburn (Scot),1947-1949,9,9,0,4,0,0,0,1,0,4,5,0,44.44
FS Hewitt (Ire),1924-1927,9,9,0,6,2,0,0,0,0,5,3,1,61.11
NJ Hewitt (NZ),1995-1998,9,5,4,0,0,0,0,0,0,8,0,1,94.44
TR Hewitt (Ire),1924-1926,9,9,0,8,2,1,0,0,0,5,3,1,61.11
C Higson-Smith (HK),2015-2017,9,5,4,5,1,0,0,0,0,5,4,0,55.55
BA Hill (Eng),1903-1907,9,9,0,10,0,5,0,0,0,2,5,2,33.33
JC Hindmarsh (Aust),1975-1976,9,9,0,12,0,0,4,0,0,5,4,0,55.55
JM Hodgson (Eng/GB),1930-1936,9,9,0,0,0,0,0,0,0,5,4,0,55.55
PK Hodgson (Eng),2008-2010,9,2,7,0,0,0,0,0,0,5,4,0,55.55
L Holtzhausen (Namib),1997-1999,9,8,1,15,3,0,0,0,0,6,3,0,66.66
BD Honan (Aust),1968-1969,9,8,1,0,0,0,0,0,0,1,8,0,11.11
P Hontas (Fra),1990-1993,9,9,0,0,0,0,0,0,0,5,4,0,55.55
AE Hopkinson (NZ),1967-1970,9,9,0,0,0,0,0,0,0,7,2,0,77.77
AN Hornby (Eng),1877-1882,9,9,0,0G,1,0,0,0,0,4,2,3,61.11
GB Horsburgh (Scot),1937-1939,9,9,0,0,0,0,0,0,0,4,5,0,44.44
C Huerta (Chile),2019-2019,9,9,0,0,0,0,0,0,0,1,8,0,11.11
JL Huxley (Aust),2007-2007,9,7,2,22,2,3,2,0,0,8,1,0,88.88
G Ibarburu (Urug),2005-2013,9,3,6,0,0,0,0,0,0,2,7,0,22.22
V Ilarionov (Russ),2001-2003,9,8,1,10,2,0,0,0,0,6,3,0,66.66
P Indrak (Czech),2005-2007,9,6,3,0,0,0,0,0,0,2,7,0,22.22
MM Iosefo (USA),2016-2019,9,8,1,10,2,0,0,0,0,3,6,0,33.33
ST Irwin (Ire),1900-1903,9,9,0,4,0,2,0,0,0,2,6,1,27.77
VM Ivan (Rom),2010-2014,9,4,5,0,0,0,0,0,0,8,1,0,88.88
BJ Jackman (Ire),2005-2008,9,2,7,0,0,0,0,0,0,4,5,0,44.44
M Jackson (Braz),2015-2016,9,5,4,5,1,0,0,0,0,2,6,1,27.77
M Jagr (Czech),2003-2006,9,9,0,5,1,0,0,0,0,5,4,0,55.55
DW James (USA),1990-1994,9,9,0,0,0,0,0,0,0,2,7,0,22.22
J Jamieson (Scot),1883-1885,9,9,0,0G,2,0,0,0,0,6,2,1,72.22
N Jeanjean (Fra),2001-2002,9,6,3,10,2,0,0,0,0,5,4,0,55.55
BB Johnson (Aust),1952-1955,9,9,0,6,2,0,0,0,0,3,6,0,33.33
J Johnston (Ire),1881-1887,9,9,0,0G,0,0,0,0,0,2,7,0,22.22
P Johnstone (NZ),1949-1951,9,9,0,3,1,0,0,0,0,6,2,1,72.22
PGA Johnstone (SA),1951-1956,9,9,0,11,2,1,1,0,0,7,2,0,77.77
M Justiniano Marquez (Spain),1987-1991,9,8,1,0,0,0,0,0,0,3,6,0,33.33
S Kakinaga (JPN),2014-2016,9,1,8,0,0,0,0,0,0,5,4,0,55.55
O Katoa (Tonga),2014-2016,9,5,4,10,2,0,0,0,0,5,3,1,61.11
DA Kerslake (Samoa),2005-2007,9,2,7,0,0,0,0,0,0,7,2,0,77.77
J Keulemans (Neth),2001-2002,9,9,0,5,1,0,0,0,0,0,9,0,0
JS Kim (Korea),1998-2002,9,9,0,73,1,22,7,1,0,4,5,0,44.44
KH Kim (Korea),2003-2013,9,7,2,14,2,2,0,0,0,2,6,1,27.77
KW Kim (Korea),1998-2002,9,9,0,5,1,0,0,0,0,2,7,0,22.22
MK Kim (Korea),2013-2016,9,3,6,5,1,0,0,0,0,2,7,0,22.22
YN Kim (Korea),2004-2012,9,6,3,0,0,0,0,0,0,2,6,1,27.77
S Kiole (Tonga),2005-2008,9,9,0,10,2,0,0,0,0,2,7,0,22.22
HG Kipling (SA),1931-1933,9,9,0,0,0,0,0,0,0,7,2,0,77.77
A Koch (Germ),1935-1938,9,9,0,6,2,0,0,0,0,3,6,0,33.33
V Krasyknyk (Ukr),2011-2012,9,9,0,0,0,0,0,0,0,1,8,0,11.11
A Kuipers (Neth),2000-2002,9,5,4,5,1,0,0,0,0,1,8,0,11.11
T Kurosaka (JPN),1970-1975,9,8,1,0,0,0,0,0,0,3,6,0,33.33
O Kvasnytsa (Ukr),2005-2008,9,8,1,0,0,0,0,0,0,0,9,0,0
FGF Lammers (Germ),2019-2020,9,8,1,15,3,0,0,0,0,1,8,0,11.11
J Lassegue (Fra),1946-1949,9,9,0,15,5,0,0,0,0,7,2,0,77.77
PPJ Latu (Tonga),1994-1995,9,9,0,0,0,0,0,0,0,4,5,0,44.44
U Latukefu (Tonga),1958-1968,9,9,0,0,0,0,0,0,0,4,5,0,44.44
ST Latu Mailangi (JPN),1992-1995,9,9,0,20,4,0,0,0,0,6,3,0,66.66
E Lauina (Samoa),2008-2009,9,6,3,25,5,0,0,0,0,6,3,0,66.66
J le Droff (Fra),1963-1971,9,9,0,0,0,0,0,0,0,4,3,2,55.55
HTO Leggatt (Scot),1891-1894,9,9,0,1,1,0,0,0,0,7,2,0,77.77
RA Lewis (Lions/Wales),1966-1967,9,9,0,0,0,0,0,0,0,3,6,0,33.33
S Lipman (USA),1988-1991,9,8,1,0,0,0,0,0,0,4,5,0,44.44
GD Llewellyn (Wales),1990-1991,9,9,0,0,0,0,0,0,0,2,6,1,27.77
GP Lochner (SA),1955-1958,9,9,0,6,2,0,0,0,0,3,5,1,38.88
T Lovo (Tonga),1982-1990,9,9,0,40,0,2,11,1,0,2,7,0,22.22
T Lovo (Fiji),1989-1993,9,9,0,8,1,2,0,0,0,2,7,0,22.22
T Lutua (Tonga),1990-1995,9,8,1,0,0,0,0,0,0,6,3,0,66.66
M Luveitasau Yabakitini (Fiji),2005-2007,9,9,0,20,4,0,0,0,0,4,5,0,44.44
ST Lytton (Can),1995-1996,9,8,1,5,1,0,0,0,0,6,3,0,66.66
F Ma'afu (Tonga),1980-1988,9,9,0,12,3,0,0,0,0,3,5,1,38.88
C McAdam (HK),2012-2015,9,9,0,92,0,22,15,1,0,5,4,0,55.55
T McClung (Scot),1956-1960,9,9,0,4,0,2,0,0,0,2,7,0,22.22
IAA MacGregor (Scot),1955-1957,9,9,0,0,0,0,0,0,0,4,5,0,44.44
JM Mackenzie (Scot),1905-1911,9,9,0,0,0,0,0,0,0,3,6,0,33.33
RM MacKenzie (NZ),1934-1938,9,9,0,0,0,0,0,0,0,6,3,0,66.66
IS McKinley (Italy),2017-2019,9,0,9,3,0,0,1,0,0,1,8,0,11.11
HF McLean (NZ),1930-1936,9,9,0,9,3,0,0,0,0,5,4,0,55.55
J McLennan (Fiji),1994-1996,9,7,2,0,0,0,0,0,0,4,5,0,44.44
I MacMillan (Can),1981-1983,9,9,0,0,0,0,0,0,0,2,6,1,27.77
SF Maka (PI/Tonga),2007-2011,9,9,0,5,1,0,0,0,0,4,5,0,44.44
JE Manchester (NZ),1932-1936,9,9,0,3,1,0,0,0,0,4,4,1,50
R Mandelli (Italy),2004-2007,9,1,8,0,0,0,0,0,0,3,6,0,33.33
M Marais (Namib),1992-1994,9,9,0,10,2,0,0,0,0,5,3,1,61.11
M Marghescu (Rom),1980-1985,9,8,1,0,0,0,0,0,0,6,3,0,66.66
D Marron Vaquero (Spain),2012-2017,9,2,7,6,1,0,0,0,0,3,5,1,38.88
RDBWC Marta (Port),2018-2020,9,8,1,35,7,0,0,0,0,5,4,0,55.55
GJ Martin (Aust),1989-1990,9,8,1,12,3,0,0,0,0,3,6,0,33.33
FB Martins (Braz),2005-2012,9,7,2,5,1,0,0,0,0,6,3,0,66.66
P Masci (Italy),1948-1955,9,9,0,6,2,0,0,0,0,4,5,0,44.44
BE Masilevu (Fiji),2015-2018,9,4,5,0,0,0,0,0,0,5,4,0,55.55
L Massari Temur (Braz),2019-2019,9,4,5,0,0,0,0,0,0,3,6,0,33.33
O Matauiau Esau (Samoa),1996-2000,9,3,6,0,0,0,0,0,0,4,5,0,44.44
I Mattacchini (Italy),1948-1955,9,9,0,0,0,0,0,0,0,4,5,0,44.44
T Maupin (USA),2013-2018,9,5,4,5,1,0,0,0,0,5,3,1,61.11
RB Mayne (GB/Ire),1937-1939,9,9,0,3,1,0,0,0,0,4,5,0,44.44
M Mazzantini (Italy),2000-2003,9,3,6,0,0,0,0,0,0,2,7,0,22.22
R Metcalfe (Scot),2000-2001,9,7,2,5,1,0,0,0,0,3,5,1,38.88
J Miguens (Arg/SthAm),1982-1986,9,9,0,0,0,0,0,0,0,2,7,0,22.22
DG Mika (NZ/Samoa),1994-1999,9,6,3,5,1,0,0,0,0,6,3,0,66.66
R Miki (JPN),1999-2004,9,6,3,40,8,0,0,0,0,4,5,0,44.44
H Miorin (Fra),1996-2000,9,7,2,0,0,0,0,0,0,7,2,0,77.77
DNFD Miranda (Port),2008-2014,9,5,4,0,0,0,0,0,0,1,8,0,11.11
K Miyamoto (JPN),1986-1991,9,7,2,4,1,0,0,0,0,0,9,0,0
V Moala'eua (Tonga),1977-1981,9,9,0,4,1,0,0,0,0,4,5,0,44.44
O Mongelos (Parag),1977-1983,9,9,0,23,1,2,5,0,0,1,8,0,11.11
I Montoisy (Belg),2017-2019,9,5,4,5,1,0,0,0,0,1,8,0,11.11
RA Moore (Zimb),1990-1998,9,9,0,0,0,0,0,0,0,6,3,0,66.66
FG Moran (Ire),1936-1939,9,9,0,18,6,0,0,0,0,5,4,0,55.55
G Moreno (Chile),1971-1979,9,8,1,0,0,0,0,0,0,3,6,0,33.33
C Moreno de la Viuda (Spain),1991-1993,9,9,0,18,1,2,3,0,0,3,5,1,38.88
DRR Morgan (Wales),1962-1963,9,9,0,0,0,0,0,0,0,2,5,2,33.33
WGD Morgan (Eng),1960-1961,9,9,0,0,0,0,0,0,0,4,3,2,55.55
DFT Morkel (SA),1906-1913,9,9,0,38,3,7,5,0,0,8,0,1,94.44
WH Morkel (SA),1910-1921,9,9,0,6,2,0,0,0,0,7,1,1,83.33
MP Mortell (Ire),1953-1954,9,9,0,15,5,0,0,0,0,3,5,1,38.88
DS Morton (Scot),1887-1890,9,9,0,0,3,0,0,0,0,6,2,1,72.22
K Moseley (Wales),1988-1991,9,9,0,0,0,0,0,0,0,1,8,0,11.11
NJ Mottram (USA),1990-1992,9,9,0,0,0,0,0,0,0,2,7,0,22.22
P Mouniq (Fra),1911-1913,9,9,0,0,0,0,0,0,0,1,8,0,11.11
J Mucunabitu (Fiji),1957-1968,9,9,0,3,1,0,0,0,0,4,5,0,44.44
WCW Murdoch (Scot),1935-1948,9,9,0,15,1,1,2,1,0,3,6,0,33.33
IL Muresan (Rom),2016-2020,9,3,6,0,0,0,0,0,0,7,2,0,77.77
PJB Murphy (Aust),1910-1914,9,9,0,0,0,0,0,0,0,2,7,0,22.22
M Nabuta (Fiji),1967-1969,9,9,0,6,2,0,0,0,0,7,2,0,77.77
Y Nagatomo (JPN),2010-2012,9,3,6,20,4,0,0,0,0,7,2,0,77.77
WD Nailago (Fiji),2011-2012,9,3,6,0,0,0,0,0,0,3,6,0,33.33
M Nakauta (Fiji),1998-1999,9,5,4,5,1,0,0,0,0,6,3,0,66.66
SR Natuna (Fiji),1924-1928,9,9,0,3,1,0,0,0,0,4,4,1,50
S Nau (Tonga),2000-2006,9,6,3,10,2,0,0,0,0,3,6,0,33.33
S Naureure Namaraevu (Fiji),2012-2013,9,3,6,0,0,0,0,0,0,5,4,0,55.55
G Navas (Parag),2017-2019,9,4,5,0,0,0,0,0,0,1,8,0,11.11
OM Ndungane (SA),2008-2011,9,8,1,10,2,0,0,0,0,5,4,0,55.55
I Negreci (Rom),1994-1995,9,8,1,5,1,0,0,0,0,0,9,0,0
HJ Neill (Ire),1885-1888,9,9,0,0G,0,0,0,0,0,2,7,0,22.22
G Nepia (NZ),1924-1930,9,9,0,5,0,1,1,0,0,7,2,0,77.77
S Niebauer (USA),1976-1982,9,9,0,0,0,0,0,0,0,0,8,1,5.55
Y Nikolayev (Russ),1993-1998,9,7,2,33,0,3,9,0,0,6,3,0,66.66
R Nunes (Port),1998-2002,9,7,2,20,4,0,0,0,0,5,4,0,55.55
BT O'Meara (Ire),1997-2003,9,2,7,0,0,0,0,0,0,5,4,0,55.55
V Onutiu (Rom),1967-1971,9,9,0,0,0,0,0,0,0,7,2,0,77.77
JJ Oosthuizen (SA),1974-1976,9,9,0,8,2,0,0,0,0,7,2,0,77.77
OW Oosthuizen (SA),1981-1984,9,8,1,4,1,0,0,0,0,7,2,0,77.77
N Oprea (Rom),2000-2001,9,8,1,5,1,0,0,0,0,4,5,0,44.44
G Oprisor (Rom),2004-2005,9,3,6,5,1,0,0,0,0,5,4,0,55.55
PY Ouko (Kenya),2018-2018,9,9,0,0,0,0,0,0,0,5,4,0,55.55
P Pacifici (Italy),1969-1971,9,9,0,19,2,2,0,3,0,5,4,0,55.55
V Pahulu (Tonga),1967-1973,9,9,0,16,0,2,4,0,0,4,4,1,50
